 Id,            Emploi,            Autorité Gouvernementale,            Arrêté,            Date limite de dépot des candidatures,            Date de publication,            Pour plus d'informations,            Fichiers attachés
emploi_621,"Directeur de l'Ecole Nationale de Commerce et de Gestion à Dakhla","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/nomDuFichier5025.pdf","2017-04-28","2017-02-28","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_620,"Directeur de l'Ecole Supérieure de Technologie à Guelmim","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/nomDuFichier5025.pdf","2017-04-28","2017-02-28","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_619,"Directeur de L'Ecole Supérieure de Technologie à Laayoune","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/nomDuFichier5025.pdf","2017-04-28","2017-02-28","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_618,"Doyen de la Faculté Chariaa à Agadir","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/nomDuFichier5025.pdf","2017-04-28","2017-02-28","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_617,"Doyen de la Faculté de Médecine et de Pharmacie à Casablanca","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avara.pdf","2017-04-14","2017-02-28","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_616,"Doyen de la Faculté des Lettres et des Sciences Humaines à Béni-Mellal","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisannonceflshetlaFPAR.pdf","2017-03-31","2017-02-15","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_615,"Doyen  de la Faculté Polydisciplinaire à Béni-Mellal","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisannonceflshetlaFPAR.pdf","2017-03-31","2017-02-15","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_614,"Doyen de la Faculté Polydsciplinaire de Taza (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FSJES_Fs_FPD_Taza_Rouverture.pdf","2017-04-14","2017-02-06","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_613,"Doyen de la Faculté des Sciences Juridiques, Economiques et Sociales, Fès (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FSJES_Fs_FPD_Taza_Rouverture.pdf","2017-04-14","2017-02-06","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_612,"Doyen de la faculté Ossoul Eddine, Tétouan (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FOE_Ttouan.pdf","2017-03-31","2017-02-06","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_611,"Doyen de la Faculté Polydisciplinaire à El-Jadida","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/scan0217.pdf","2017-03-24","2017-02-01","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_610,"Doyen de la Faculté de Langue Arabe à Marrakech","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/AnnonceArFLAM.pdf","2017-03-24","2017-02-01","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_609,"Directeur de l'Ecole Nationale Supérieure des Arts et des Metiers, Meknès","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/ENSAM_Mekns_AR_2017.pdf","2017-03-10","2017-01-17","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_608,"Doyen de la Faculté des Lettres et des sciences Humaines, Mohammedia (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Avis_Ar_FLSH_Mohammadia_2.pdf","2017-02-03","2016-12-29","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_607,"Directeur de l'Ecole Supérieure Normale de Fès","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Annonce_USMBA_AR.pdf","2016-12-30","2016-11-09","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_606,"Doyen de la Faculté Chariaa de Fès","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Annonce_USMBA_AR.pdf","2016-12-30","2016-11-09","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_605,"Doyen de la Faculté Polydisciplinaire de Taza","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Annonce_USMBA_AR.pdf","2016-12-30","2016-11-09","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_604,"Doyen de la faculté des Sciences Juridiques, Economiques et Sociales à Fès","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Annonce_USMBA_AR.pdf","2016-12-30","2016-11-09","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_603,"Directeur de l'Ecole Nationale de Commerce et de Gestion à El-Jadida","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/ENCG_Annonce_AR.pdf","2016-12-16","2016-10-31","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_602,"Directeur de l’Ecole Roi Fahd Supérieure de Traduction à Tanger","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/OUssoul_Edine_Roifahdtraduction_Arabe.pdf","2016-12-09","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_601,"Doyen de la Faculté Ossoul Eddine à Tétouan","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/OUssoul_Edine_Roifahdtraduction_Arabe.pdf","2016-12-09","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_600,"Directeur de l'Ecole Supérieure Normale à Casablanca","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar1.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_599,"Directeur de l'Ecole Supérieure de Technologie à Casablanca","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar1.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_598,"Directeur de l'Ecole Supérieure Normale de l'Enseignement Technique à Mohammedia","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar1.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_597,"Doyen de la Faculté des Lettres et des Sciences Humaines à Mohammedia","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar1.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_596,"Doyen de la Faculté des Sciences et Techniques à Mohammedia","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar1.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_595,"Doyen de la Faculté des Sciences Juridiques, Economiques et Sociales, Mohammedia","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/avisdoyenar.pdf","2016-12-02","2016-10-17","Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_594,"Inspecteur général du Ministère chargé de l'Environnement","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/nomDuFichier3882.pdf","2016-08-30","2016-08-16","Nom : عبد اللطيف المحراريTéléphone : 0537570582Email : elmahrari@environnement.gov.ma",-
emploi_593,"Directeur de l'Institut Supérieur International du Tourisme de Tanger","Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale","http://emploi-public-files.ma/fichiers/upload/nomDuFichier6005.pdf","2016-09-15","2016-08-08","Téléphone : 0537577863Email : selharti@tourisme.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier3815.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier111.docx|http://emploi-public-files.ma/fichiers/upload/FichedePoste70.pdf
emploi_590,"Directeur de l'Agence Régionale d'Execution des projets de la région Souss Massa","Ministère de l’intérieur","http://emploi-public-files.ma/fichiers/upload/appelcandidature110.pdf","2016-08-23","2016-08-08","Téléphone : ****Email : *****",-
emploi_589,"Directeur de l'Ecole Nationale d'Architecture de Tétouan","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AppelcandidatureENATetouane.pdf","2016-08-22","2016-08-05","Nom : خالد حمزةTéléphone : 0661454734Email : ham_khal@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29418.doc
emploi_588,"INSPECTEUR RÉGIONAL DE L'URBANISME DE L'ARCHITECTURE ET DE L’AMÉNAGEMENT DU TERRITOIRE DE LA RÉGION DE BENI-MELLAL KHENIFRA","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtIRBMK.pdf",1000-10-10,"2016-07-24","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549Email : aa1abdeltif@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29411.doc
emploi_587,"DIRECTEUR DE L'AGENCE URBAINE DE OUJDA","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtAUoujda.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29412.doc
emploi_586,"DIRECTEUR DE L'AGENCE URBAINE DE AGADIR","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtAUAgadir.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29413.doc
emploi_585,"DIRECTEUR DE L'AGENCE URBAINE DE OUARZAZATE","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtAUouarzazate.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29414.doc
emploi_584,"DIRECTEUR DE L'AGENCE URBAINE DE ESSAOUIRA","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtAUEssaouira.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29415.doc
emploi_583,"DIRECTEUR DE L'AGENCE URBAINE DE SAFI","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/arrtAUSafi.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29416.doc
emploi_582,"DIRECTEUR DE L'AGENCE URBAINE DE KENITRA","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/ARRAOCAUKENITRA.pdf",1000-10-10,"2016-07-24","Nom : غبد الكريم بنانيTéléphone : 0661046310Email : bennani_abdelkrim@yahoo.fr",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29417.doc
emploi_581,"Directeur de la législation, des Etudes et de la Coopération Internationale / Directeur de l'Animation du Réseau / Directeur du Contrôle / Directeur des Ressources et de l'Audit	","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/decision_dgi1.pdf","2016-07-22","2016-07-13","Téléphone : 0537677589Email : drh@daag.finances.gov.ma",http://emploi-public-files.ma/fichiers/upload/Mod_emplois_sup1.doc
emploi_580,"Doyen de la Faculte des Lettres et des Sciences Humaines, Marrakech","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Annoncearabe_FLSH_Marrakech.pdf","2016-08-26","2016-06-29","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_578,"Directeur des Stratégies et des Systèmes d’Information","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/0ArreteDSSI2016.pdf","2016-07-12","2016-06-27","Nom : -Téléphone : 0537217619Email : m.elyabouri@enssup.gov.ma",-
emploi_576,"Directeur général de l’Agence MCA Maroc 2","Le chef du gouvernement","http://emploi-public-files.ma/fichiers/upload/520162262016.pdf","2016-07-11","2016-06-24","Téléphone : ***Email : ***",http://emploi-public-files.ma/fichiers/upload/avis194.pdf|http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs46.doc|http://emploi-public-files.ma/fichiers/upload/fiche26.pdf
emploi_575,"Secrétaire Général","Autorité de Contrôle des Assurances et de la Prévoyance Sociale","http://emploi-public-files.ma/fichiers/upload/DcisionACAPSappelcandidature11.pdf","2016-07-15","2016-06-22","Nom : Zouhair Cherkaoui SellamiTéléphone : 0661400414Email : zouhair.cherkaoui@acaps.ma",http://emploi-public-files.ma/fichiers/upload/FormulaireduCV11.docx
emploi_574,"Directeur des Affaires Administratives et Générales (Prolongation)","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/arrete_daag_prolongation.pdf","2016-06-20","2016-06-10","Téléphone : 0537677589Email : drh@daag.finances.gov.ma",-
emploi_573,"inspecteur général","Ministère de l’Emploi et de l’Insertion Professionnelle","http://emploi-public-files.ma/fichiers/upload/151272016.pdf","2016-06-15","2016-05-31","Téléphone : 0530100759Email : dgrh.emploi@gmail.com",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs9.docx
emploi_572,"Appel à candidature au poste de Directeur des Affaires Administratives et Générales ","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/appelalacandidaturedaag0001.pdf","2016-06-13","2016-05-30","Téléphone : 0537677589Email : drh@daag.finances.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe2941.doc
emploi_571,"Directeur de l'agence développement social (Prolongation)","Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social","http://emploi-public-files.ma/fichiers/upload/Tamdid_21062016.pdf","2016-07-06","2016-05-30","Nom : Abdallah MehimdateTéléphone : 0537684060Email : abdallahmehimdate@gmail.com",http://emploi-public-files.ma/fichiers/upload/cv_dir_ADS.docx|http://emploi-public-files.ma/fichiers/upload/avis_ads_2016.pdf
emploi_570,"DIRECTEUR DE LA FACILITATION ET DE L'INFORMATIQUE","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/nomDuFichier3350.pdf","2016-06-08","2016-05-25","Téléphone : 0537579262Email : s.lerhnane@douane.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier3351.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier208.doc|http://emploi-public-files.ma/fichiers/upload/nomDuFichier207.doc
emploi_569,"DIRECTEUR DE LA PREVENTION ET DU CONTENTIEUX","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/nomDuFichier3348.pdf","2016-06-08","2016-05-25","Téléphone : 0537579262Email : s.lerhnane@douane.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier206.doc|http://emploi-public-files.ma/fichiers/upload/nomDuFichier3349.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier205.doc
emploi_568,"DIRECTEUR DES ETUDES ET DE LA COOPERATION INTERNATIONALE","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/nomDuFichier3346.pdf","2016-06-08","2016-05-25","Téléphone : 0537579262Email : s.lerhnane@douane.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier3347.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier203.doc|http://emploi-public-files.ma/fichiers/upload/nomDuFichier204.doc
emploi_567,"Directeur de l'Agence Nationale du Renouvellement Urbain et Réhabilitation des Batiments menaçant ruines","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/dcision437_C.pdf","2016-06-16","2016-05-25","Nom : DRHDCTéléphone : 0537577310Email : mehdaoui@mhpv.gov.ma",-
emploi_566,"Directeur de la législation, des Etudes et de la Coopération Internationale / Directeur de l'Animation du Réseau / Directeur du Contrôle / Directeur des Ressources et de l'Audit","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/Scan_20160524_154029.pdf","2016-06-10","2016-05-24","Téléphone : 0537677589Email : drh@daag.finances.gov.ma",-
emploi_565,"Secrétaire général","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/Arrete2835.pdf","2016-06-14","2016-05-24","Téléphone : 0538005300Email : mouvement@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/MODEL_CV131.docx|http://emploi-public-files.ma/fichiers/upload/Fichedepostearrete2835.pdf
emploi_564," directeur de la  formation professionnelle et de la formation contenue des artisans","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/201653.pdf","2016-06-10","2016-05-23","Nom : ----------------------Téléphone : 0537276311Email : mouadouha@artesnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs11.pdf
emploi_563,"Directeur des Ressources Humaines","Ministère des Affaires étrangères et de la coopération internationale","http://emploi-public-files.ma/fichiers/upload/posteDRH3.pdf","2016-06-01","2016-05-18","Téléphone : *Email : *",http://emploi-public-files.ma/fichiers/upload/Fiche_DRH.pdf
emploi_562,"directeur de l'Institut Superieur du Commerce et d'Administration des Entreprises de Casablanca (ISCAE Casablanca)","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/dcisionlancementAACISCAECASA.pdf","2016-06-01","2016-05-16","Téléphone : 0537751630Email : candidature@mcinet.gov.ma",-
emploi_561,"Directeur de l'Agence du Bassin Hydraulique de la Moulouya","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/directeur_oujda.pdf","2016-05-23","2016-05-09","Téléphone : 0537778727Email : info@water.gov.ma",http://emploi-public-files.ma/fichiers/upload/FICHEDEPOSTEABHML1.pdf|http://emploi-public-files.ma/fichiers/upload/imprim.pdf
emploi_560,"Inspecteur Général du Ministère de l'Agriculture et de la Pêche Maritime (Département d'Agriculture) ","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/1132.pdf","2016-05-19","2016-05-06","Nom : EL FAROUKI FATIMATéléphone : 0661228065Email : f.elfarouki@agriculture.gov.ma",-
emploi_559,"Directeur de Contrôle des Activités de la Pêche Maritime","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/AC_DCAPM.pdf","2016-04-29","2016-04-15","Nom : Kaoutar BalafrikhTéléphone : 0657831710 _ 0672717594Email : k.balafrikh@agriculture.gov.ma",http://emploi-public-files.ma/fichiers/upload/Fiche_Poste_DCAPM.pdf
emploi_558,"Directeur de la Stratégie et de la Coopération","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/AC_DSC.pdf","2016-04-29","2016-04-15","Nom : Kaoutar BalafrikhTéléphone : 0657831710 _ 0672717594Email : k.balafrikh@agriculture.gov.ma",http://emploi-public-files.ma/fichiers/upload/Fiche_Poste_DSC.pdf
emploi_557,"Directeur des Pêches Maritimes","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/AC_DPM1.pdf","2016-04-29","2016-04-15","Nom : Kaoutar BalafrikhTéléphone : 0657831710 _ 0672717594Email : k.balafrikh@agriculture.gov.ma",http://emploi-public-files.ma/fichiers/upload/Fiche_Poste_DPM1.pdf
emploi_556,"Directeur de l'Ecole Nationale de Commerce et de Gestion, Fès (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/ENCG_Fs_Arabe1.pdf","2016-05-27","2016-04-11","Nom : -Téléphone : 0537217570Email : m.elyabouri@enssup.gov.ma",-
emploi_555,"Directeur des Entreprises Publiques et de la Privatisation","Ministère de l'économie et des finances","http://emploi-public-files.ma/fichiers/upload/arrete_depp2016.pdf","2016-04-12","2016-03-29","Téléphone : 0537677501 Email : internet@finances.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs28arabe29.doc
emploi_554,"directeur de l'école nationale de santé publique","Ministère de la santé","http://emploi-public-files.ma/fichiers/upload/AC_Dir_ENSP.PDF","2016-04-15","2016-03-29","Nom : عادل زنيبرTéléphone : 0667039179Email : zniber-adil@hotmail.com",-
emploi_553,"Directeur de l'institut supérieur des professions infirmières et techniques de santé d'OUJDA","Ministère de la santé","http://emploi-public-files.ma/fichiers/upload/iSPITSOUJDA.pdf","2016-04-06","2016-03-16","Nom : عادل زنيبرTéléphone : 0667039179Email : zniber-adil@hotmail.com",-
emploi_552,"Directeur Académie Régionale  de l'Education et de l a Formation  région souss- massa (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Education nationale et la Formation professionnelle","http://emploi-public-files.ma/fichiers/upload/nomDuFichier3030.pdf","2016-04-01","2016-03-15","Nom : Lahcen aitikenTéléphone : 0537687233Email : Aitiken",http://emploi-public-files.ma/fichiers/upload/PlanningdesentretiensSOUSMASSA.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier3031.pdf
emploi_551,"Inspecteur Régional de l'Urbanisme et de l'Aménagement du Territoire de la Région de Drâa Tafilalet","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AOCIRTAFILALET.pdf","2016-03-31","2016-03-11","Nom : Tabet SelmaTéléphone : 0667011236Email : tabetselma@gmail.com",-
emploi_550,"Inspecteur Régional de l'Urbanisme et de l'Aménagement du Territoire de la Région de Dakhla-Oued Ed Dahab","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AOCIRDAKHLA.pdf","2016-03-31","2016-03-11","Nom : Tabet SelmaTéléphone : 0667011236Email : tabetselma@gmail.com",-
emploi_549,"Directeur de l'Aménagement du Territoire","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AOCDAT1.pdf","2016-03-31","2016-03-11","Nom : Tabet SelmaTéléphone : 0667011236Email : tabetselma@gmail.com",-
emploi_548,"Directeur de l'Agence Urbaine de Laâyoune","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AOCAULAAYOUNE.pdf","2016-03-31","2016-03-11","Nom : Tabet SelmaTéléphone : 0667011236Email : tabetselma@gmail.com",-
emploi_547,"Directeur de l'Agence Urbaine de Nador","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/AOCAUNADOR.pdf","2016-03-31","2016-03-11","Nom : Tabet SelmaTéléphone : 0667011236Email : tabetselma@gmail.com",-
